E  |||  
E  |||  
E  |||  
E  |||  
M  |||  BLADE RUNNER
N  |||  Deckard is at the wheel, Rachael is beside him.
E  |||  
N  |||  Deckard smiles at her.
E  |||  
N  |||  Rachael smiles back tentatively.
E  |||  
N  |||  Deckard glances back at the road, then at the vid
N  |||  screen.
E  |||  
N  |||  A little blip flashes on the screen.
E  |||  
N  |||  Deckard notices it, his eyes narrow just a little. He
N  |||  reaches in his pocket, pulls out the unicorn.
E  |||  
N  |||  Deckard puts the tinfoil unicorn on the dash.
E  |||  
N  |||  A flicker of a smile crosses his face.
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  EXT. WOODS - DAY
E  |||  
N  |||  Deckard's car bullets through the woods in a fury of
N  |||  speed and MUSIC.
E  |||  
N  |||  We BACK OFF IT AND UP, PAST whizzing branches, OVER
N  |||  the treetops, losing the car as we SOAR over what is
N  |||  suddenly a vast forest spreading to infinity.
E  |||  
N  |||  Enormous MUSIC!
E  |||  
N  |||  Deckard's voice over.
E  |||  
C  |||  DECKARD (V.O.)
D  |||  I knew it on the roof that night.
D  |||  We were brothers, Roy Batty and I!
D  |||  Combat models of the highest order.
D  |||  We had fought in wars not yet
D  |||  dreamed of... in vast nightmares
D  |||  still unnamed. We were the new
D  |||  people... Roy and me and Rachael!
D  |||  We were made for this world. It
D  |||  was ours!
E  |||  
N  |||  Trees explode PAST US in a rage of branches as we DIP
N  |||  and SWERVE and that's when the spinner looms INTO VIEW
N  |||  zooming RIGHT AT US, then tilting and yawing off in
N  |||  hot pursuit with Gaff at the controls.
E  |||  
N  |||  CREDITS ARE ROLLING, God help us all!
E  |||  
M  |||  FADE OUT.
E  |||  
E  |||  
M  |||  THE END
E  |||  
